"function_name","freq","percentage"
"anon_vma_interval_tree_remove",190,0.005
"any_ports_active",3,0
"apei_hest_parse",1,0
"apic_set_affinity",26,0.001
"apparmor_bprm_committed_creds",10,0
"apparmor_bprm_committing_creds",10,0
"apparmor_bprm_secureexec",10,0
"apparmor_bprm_set_creds",10,0
"apparmor_capable",170,0.005
"apparmor_cred_prepare",164,0.005
"apparmor_file_alloc_security",603,0.017
"apparmor_file_free_security",602,0.017
"apparmor_file_mprotect",40,0.001
"apparmor_file_open",593,0.017
"apparmor_file_permission",4919,0.141
"apparmor_inode_getattr",331,0.01
"apparmor_mmap_file",140,0.004
"apparmor_path_chmod",472,0.014
"apparmor_path_chown",518,0.015
"apparmor_path_link",90,0.003
"apparmor_path_mkdir",98,0.003
"apparmor_path_mknod",283,0.008
"apparmor_path_symlink",46,0.001
"apparmor_path_truncate",281,0.008
"append_elf_note",1,0
"append_path",22,0.001
"apply_alternatives",3,0
"apply_constraint",12,0
"apply_to_page_range",1,0
"apply_workqueue_attrs",10,0
"apply_workqueue_attrs_locked",10,0
"apply_wqattrs_cleanup",10,0
"apply_wqattrs_commit",10,0
"apply_wqattrs_prepare",10,0
"arch_align_stack",20,0.001
"arch_cpu_idle",1,0
"arch_cpu_idle_enter",1,0
"arch_cpu_idle_exit",1,0
"arch_cpu_idle_prepare",1,0
"arch_crash_save_vmcoreinfo",1,0
"arch_deref_entry_point",135,0.004
"arch_dma_alloc_attrs",14,0
"arch_dup_task_struct",112,0.003
"arch_dynirq_lower_bound",2,0
"arch_get_memory_phys_device",16,0
"arch_get_pci_msi_domain",1,0
"arch_get_unmapped_area_topdown",170,0.005
"arch_jump_label_transform",6,0
"arch_mmap_rnd",20,0.001
"arch_pick_mmap_layout",10,0
"arch_randomize_brk",10,0
"arch_register_cpu",1,0
"arch_release_thread_stack",63,0.002
"arch_setup_additional_pages",10,0
"arch_setup_msi_irqs",1,0
"arch_setup_pdev_archdata",8,0
"arch_update_cpu_topology",1,0
"arp_net_init",1,0
"arp_netdev_event",1,0
"assign_irq_vector",28,0.001
"assign_requested_resources_sorted",1,0
"asymmetric_key_free_kids",1,0
"asymmetric_key_free_preparse",1,0
"asymmetric_key_generate_id",3,0
"asymmetric_key_id_same",2,0
"asymmetric_key_preparse",1,0
"async_port_probe",2,0
"async_run_entry_fn",5,0
"async_schedule",4,0
"async_schedule_domain",1,0
"async_synchronize_cookie",2,0
"async_synchronize_cookie_domain",3,0
"async_synchronize_full",1,0
"ata_acpi_bind_dev",4,0
"ata_acpi_bind_port",2,0
"ata_acpi_on_devcfg",4,0
"ata_attach_transport",1,0
"ata_bmdma_error_handler",3,0
"ata_bmdma_irq_clear",14,0
"ata_bmdma_port_start",2,0
"ata_bmdma_post_internal_cmd",8,0
"ata_bmdma_qc_issue",14,0
"ata_bmdma_qc_prep",14,0
"ata_bmdma_setup",3,0
"ata_bmdma_start",4,0
"ata_build_rw_tf",1,0
"ata_cable_40wire",2,0
"ata_dev_acpi_handle",4,0
"ata_dev_blacklisted",8,0
"ata_dev_classify",4,0
"ata_dev_configure",4,0
"ata_dev_disable",4,0
"ata_dev_init",8,0
"ata_dev_next",160,0.005
"ata_dev_phys_link",19,0.001
"ata_dev_printk",5,0
"ata_dev_read_id",4,0
"ata_dev_reread_id",2,0
"ata_dev_revalidate",2,0
"ata_dev_same_device",2,0
"ata_dev_select.constprop.20",14,0
"ata_devchk",4,0
"ata_do_eh",3,0
"ata_do_reset",2,0
"ata_do_set_mode",1,0
"ata_eh_about_to_do",2,0
"ata_eh_acquire",13,0
"ata_eh_analyze_ncq_error",1,0
"ata_eh_autopsy",3,0
"ata_eh_categorize_error",1,0
"ata_eh_clear_action",18,0.001
"ata_eh_detach_dev",4,0
"ata_eh_finish",3,0
"ata_eh_freeze_port",4,0
"ata_eh_link_autopsy",3,0
"ata_eh_nr_in_flight",2,0
"ata_eh_recover",3,0
"ata_eh_release",13,0
"ata_eh_report",3,0
"ata_eh_reset",2,0
"ata_eh_schedule_probe",4,0
"ata_eh_scsidone",1,0
"ata_eh_set_pending.part.9",2,0
"ata_eh_thaw_port",2,0
"ata_ehi_clear_desc",2,0
"ata_ering_clear",2,0
"ata_exec_internal",6,0
"ata_exec_internal_sg",8,0
"ata_finalize_port_ops",3,0
"ata_find_dev.part.23",55,0.002
"ata_force_cbl",2,0
"ata_host_alloc",1,0
"ata_host_alloc_pinfo",1,0
"ata_host_register",1,0
"ata_host_start",1,0
"ata_host_start.part.35",1,0
"ata_hpa_resize",4,0
"ata_hsm_qc_complete",6,0
"ata_id_c_string",32,0.001
"ata_id_n_sectors",6,0
"ata_id_string",42,0.001
"ata_id_xfermask",8,0
"ata_internal_cmd_timeout",6,0
"ata_link_init",2,0
"ata_link_next",74,0.002
"ata_link_nr_enabled",1,0
"ata_link_offline",2,0
"ata_msense_caching",9,0
"ata_msense_control",3,0
"ata_msleep",2,0
"ata_pci_bmdma_init",1,0
"ata_pci_bmdma_prepare_host",1,0
"ata_pci_sff_activate_host",1,0
"ata_pci_sff_init_host",1,0
"ata_pci_sff_prepare_host",1,0
"ata_phys_link_offline",12,0
"ata_phys_link_online",4,0
"ata_pio_need_iordy",10,0
"ata_pio_sector",4,0
"ata_pio_sectors",4,0
"ata_port_alloc",2,0
"ata_port_desc",6,0
"ata_port_printk",2,0
"ata_port_probe",2,0
"ata_port_schedule_eh",2,0
"ata_port_wait_eh",2,0
"ata_print_version",1,0
"ata_qc_complete",6,0
"ata_qc_complete_internal",6,0
"ata_qc_free",9,0
"ata_qc_issue",14,0
"ata_qc_new_init",6,0
"ata_rwcmd_protocol",1,0
"ata_scsi_add_hosts",1,0
"ata_scsi_cmd_error_handler",3,0
"ata_scsi_dev_config",2,0
"ata_scsi_error",3,0
"ata_scsi_find_dev",53,0.002
"ata_scsi_offline_dev",4,0
"ata_scsi_port_error_handler",3,0
"ata_scsi_queuecmd",53,0.002
"ata_scsi_rbuf_fill",47,0.001
"ata_scsi_rw_xlat",1,0
"ata_scsi_scan_host",2,0
"ata_scsi_simulate",47,0.001
"ata_scsi_slave_config",2,0
"ata_scsi_translate",6,0
"ata_scsiop_inq_00",10,0
"ata_scsiop_inq_80",1,0
"ata_scsiop_inq_83",1,0
"ata_scsiop_inq_b0",3,0
"ata_scsiop_inq_b1",3,0
"ata_scsiop_inq_b2",3,0
"ata_scsiop_inq_std",2,0
"ata_scsiop_maint_in",8,0
"ata_scsiop_mode_sense",9,0
"ata_scsiop_noop",4,0
"ata_scsiop_read_cap",3,0
"ata_set_mode",1,0
"ata_sff_check_ready",5,0
"ata_sff_check_status",89,0.003
"ata_sff_data_xfer32",12,0
"ata_sff_dev_classify",4,0
"ata_sff_dev_select",31,0.001
"ata_sff_drain_fifo",3,0
"ata_sff_error_handler",3,0
"ata_sff_exec_command",14,0
"ata_sff_flush_pio_task",11,0
"ata_sff_freeze",4,0
"ata_sff_hsm_move",14,0
"ata_sff_irq_on",8,0
"ata_sff_lost_interrupt",3,0
"ata_sff_pio_task",14,0
"ata_sff_port_init",2,0
"ata_sff_postreset",2,0
"ata_sff_prereset",2,0
"ata_sff_qc_fill_rtf",6,0
"ata_sff_qc_issue",11,0
"ata_sff_queue_pio_task",13,0
"ata_sff_set_devctl",13,0
"ata_sff_softreset",2,0
"ata_sff_sync",57,0.002
"ata_sff_tf_load",14,0
"ata_sff_tf_read",10,0
"ata_sff_thaw",2,0
"ata_sff_wait_after_reset",2,0
"ata_sg_init",5,0
"ata_std_end_eh",3,0
"ata_std_postreset",2,0
"ata_std_prereset",2,0
"ata_std_sched_eh",2,0
"ata_tdev_match",42,0.001
"ata_tlink_add",2,0
"ata_tlink_match",42,0.001
"ata_tport_add",2,0
"ata_tport_match",42,0.001
"ata_wait_ready",5,0
"ata_xfer_mode2mask",2,0
"atapi_check_dma",4,0
"atapi_cmd_type",4,0
"atapi_drain_needed",4,0
"atapi_eh_request_sense",1,0
"atapi_eh_tur",1,0
"atapi_qc_complete",1,0
"atapi_xlat",5,0
"atkbd_activate",1,0
"atkbd_connect",2,0
"atkbd_probe",2,0
"atkbd_reset_state",1,0
"atkbd_select_set",1,0
"atkbd_set_device_attrs",1,0
"atkbd_set_keycode_table",1,0
"atomic_notifier_call_chain",17321,0.498
"atomic_notifier_chain_register",5,0
"attach_entity_cfs_rq",174,0.005
"attach_entity_load_avg",174,0.005
"attach_pid",333,0.01
"attach_recursive_mnt",1,0
"attach_shadowed.part.21",1,0
"attach_task_cfs_rq",63,0.002
"attribute_container_add_attrs",8,0
"attribute_container_add_class_device",8,0
"attribute_container_add_device",14,0
"attribute_container_device_trigger",28,0.001
"attribute_container_register",3,0
"audit_alloc",112,0.003
"audit_buffer_free",1,0
"audit_filter",1,0
"audit_log",1,0
"audit_log_end",1,0
"audit_log_format",1,0
"audit_log_start",1,0
"audit_log_vformat",2,0
"audit_net_init",1,0
"autoremove_wake_function",4,0
"autosuspend_check",8,0
"bad_area_nosemaphore",2,0
"balance_dirty_pages_ratelimited",38868,1.118
"balance_runtime",2,0
"balloon_mount",1,0
"bd_forget",1,0
"bd_set_size",1,0
"bdev_alloc_inode",1,0
"bdev_destroy_inode",1,0
"bdev_evict_inode",1,0
"bdev_set",1,0
"bdev_test",1,0
"bdget",2,0
"bdget_disk",2,0
"bdi_init",11,0
"bdi_register",10,0
"bdi_register_owner",10,0
"bdput",1,0
"bio_add_page",1,0
"bio_add_pc_page",49,0.001
"bio_alloc_bioset",50,0.001
"bio_copy_kern",37,0.001
"bio_integrity_enabled",1,0
"bio_map_kern",12,0
"bioset_create",11,0
"bioset_integrity_create",1,0
"biovec_create_pool",1,0
"bit_clear",136,0.004
"bit_clear_margins",3,0
"bit_cursor",388,0.011
"bit_putcs",24146,0.694
"bit_update_start",2,0
"bit_waitqueue",4,0
"bitfill_aligned",2176,0.063
"blk_account_io_done",1,0
"blk_account_io_start",1,0
"blk_add_timer",58,0.002
"blk_alloc_devt",11,0
"blk_alloc_flush_queue",10,0
"blk_alloc_queue_node",10,0
"blk_attempt_plug_merge",1,0
"blk_complete_request",47,0.001
"blk_delay_queue",5,0
"blk_delay_work",3,0
"blk_delete_timer",6,0
"blk_dequeue_request",58,0.002
"blk_end_sync_rq",1,0
"blk_execute_rq",54,0.002
"blk_execute_rq_nowait",54,0.002
"blk_finish_plug",1,0
"blk_finish_request",1,0
"blk_flush_plug_list",1,0
"blk_get_backing_dev_info",6,0
"blk_get_queue",13,0
"blk_get_request",54,0.002
"blk_init_allocated_queue",2,0
"blk_init_queue",2,0
"blk_init_queue_node",2,0
"blk_init_rl",2,0
"blk_init_tags",2,0
"blk_integrity_add",10,0
"blk_integrity_revalidate",1,0
"blk_mq_alloc_tag_set",8,0
"blk_mq_disable_hotplug",8,0
"blk_mq_enable_hotplug",8,0
"blk_mq_hctx_kobj_init",8,0
"blk_mq_hw_queue_to_node",8,0
"blk_mq_init_allocated_queue",8,0
"blk_mq_init_queue",8,0
"blk_mq_init_rq_map",8,0
"blk_mq_init_tags",8,0
"blk_mq_map_queues",8,0
"blk_mq_map_swqueue",8,0
"blk_mq_realloc_hw_ctxs",8,0
"blk_mq_register_dev",8,0
"blk_mq_register_hctx",8,0
"blk_mq_sysfs_register",8,0
"blk_mq_sysfs_unregister",8,0
"blk_peek_request",116,0.003
"blk_pm_runtime_init",2,0
"blk_put_queue",1,0
"blk_put_request",54,0.002
"blk_queue_alignment_offset",3,0
"blk_queue_bio",1,0
"blk_queue_bounce",50,0.001
"blk_queue_bounce_limit",2,0
"blk_queue_bypass_end",22,0.001
"blk_queue_bypass_start",12,0
"blk_queue_congestion_threshold",10,0
"blk_queue_dma_alignment",2,0
"blk_queue_dma_drain",1,0
"blk_queue_end_tag",2,0
"blk_queue_enter",1,0
"blk_queue_flush_queueable",2,0
"blk_queue_init_tags",2,0
"blk_queue_io_min",3,0
"blk_queue_lld_busy",2,0
"blk_queue_logical_block_size",3,0
"blk_queue_make_request",10,0
"blk_queue_max_discard_sectors",6,0
"blk_queue_max_hw_sectors",4,0
"blk_queue_max_segment_size",2,0
"blk_queue_max_segments",2,0
"blk_queue_max_write_same_sectors",3,0
"blk_queue_physical_block_size",3,0
"blk_queue_prep_rq",2,0
"blk_queue_rq_timed_out",2,0
"blk_queue_rq_timeout",10,0
"blk_queue_segment_boundary",2,0
"blk_queue_softirq_done",2,0
"blk_queue_split",1,0
"blk_queue_start_tag",58,0.002
"blk_queue_unprep_rq",2,0
"blk_queue_update_dma_alignment",2,0
"blk_queue_update_dma_pad",1,0
"blk_queue_write_cache",3,0
"blk_recount_segments",49,0.001
"blk_register_queue",10,0
"blk_register_region",19,0.001
"blk_requeue_request",5,0
"blk_rq_append_bio",49,0.001
"blk_rq_bio_prep",50,0.001
"blk_rq_init",55,0.002
"blk_rq_map_kern",49,0.001
"blk_rq_map_sg",50,0.001
